 ,Label,Area,Mean,Min,Max,XM,YM,BX,BY,Width,Height,IntDen,RawIntDen,Slice,Type
1,GFP_colonies:0001-0090,6365,0.0000,0,0,4400.6725,79.7727,4323,44,128,93,0.0000,0.0000,1,1
2,GFP_colonies:0002-0140,164,0.0000,0,0,4446.1524,140.2500,4437,133,18,14,0.0000,0.0000,1,1
3,GFP_colonies:0003-0491,117,0.0000,0,0,2772.7051,492.2179,2764,485,15,13,0.0000,0.0000,1,1
4,GFP_colonies:0004-0539,121,0.0000,0,0,3517.1281,539.6322,3510,533,14,13,0.0000,0.0000,1,1
5,GFP_colonies:0005-0546,321,0.0000,0,0,3497.7835,545.6495,3485,537,26,18,0.0000,0.0000,1,1
6,GFP_colonies:0006-1054,3197,174.9187,0,255,3238.3824,1049.2164,3212,1023,67,63,559215.0000,559215.0000,1,2
7,GFP_colonies:0007-1051,1576,255.0000,255,255,3741.0476,1051.8312,3717,1023,48,57,401880.0000,401880.0000,1,2
8,GFP_colonies:0008-1072,3322,173.2495,0,255,2911.9723,1065.7149,2885,1039,68,66,575535.0000,575535.0000,1,2
9,GFP_colonies:0009-1133,1004,255.0000,255,255,3796.3486,1133.5349,3779,1113,35,40,256020.0000,256020.0000,1,2
10,GFP_colonies:0010-1147,2785,175.3411,0,255,3310.2969,1141.5637,3286,1117,62,61,488325.0000,488325.0000,1,2
11,GFP_colonies:0011-1129,191,0.0000,0,0,1237.8665,1128.2539,1231,1120,14,18,0.0000,0.0000,1,1
12,GFP_colonies:0012-1152,2797,172.6743,0,255,3231.8136,1147.1278,3207,1122,63,61,482970.0000,482970.0000,1,2
13,GFP_colonies:0013-1157,3528,168.1930,0,255,2498.0668,1150.1850,2471,1123,70,68,593385.0000,593385.0000,1,2
14,GFP_colonies:0014-1204,971,255.0000,255,255,3837.7152,1205.6256,3821,1183,34,43,247605.0000,247605.0000,1,2
15,GFP_colonies:0015-1199,593,255.0000,255,255,1830.5000,1199.5000,1817,1186,27,27,151215.0000,151215.0000,1,2
16,GFP_colonies:0016-1280,152,0.0000,0,0,1163.1711,1279.1974,1154,1272,16,16,0.0000,0.0000,1,1
17,GFP_colonies:0017-1286,368,0.0000,0,0,2863.0951,1286.4212,2853,1275,21,23,0.0000,0.0000,1,1
18,GFP_colonies:0018-1311,2590,170.3282,0,255,3402.3983,1305.0890,3379,1282,60,58,441150.0000,441150.0000,1,2
19,GFP_colonies:0019-1342,2952,179.9339,0,255,3204.1495,1336.4760,3178,1311,65,62,531165.0000,531165.0000,1,2
20,GFP_colonies:0020-1367,2254,0.0000,0,0,2626.0426,1366.9521,2600,1340,53,54,0.0000,0.0000,1,1
21,GFP_colonies:0021-1370,2337,0.0000,0,0,2571.6078,1370.3237,2545,1343,54,55,0.0000,0.0000,1,1
22,GFP_colonies:0022-1377,3317,172.5882,0,255,2723.0893,1370.4492,2696,1344,68,66,572475.0000,572475.0000,1,2
23,GFP_colonies:0023-1374,1232,0.0000,0,0,1183.1575,1373.1242,1164,1351,37,46,0.0000,0.0000,1,1
24,GFP_colonies:0024-1416,2900,176.9172,0,255,3233.4573,1410.8395,3208,1385,63,62,513060.0000,513060.0000,1,2
25,GFP_colonies:0025-1431,3760,167.7168,0,255,2215.0475,1424.9986,2187,1397,72,69,630615.0000,630615.0000,1,2
26,GFP_colonies:0026-1442,3027,165.9564,0,255,2603.5629,1435.7995,2578,1411,66,62,502350.0000,502350.0000,1,2
27,GFP_colonies:0027-1455,346,255.0000,255,255,3925.7746,1455.3642,3917,1440,17,31,88230.0000,88230.0000,1,2
28,GFP_colonies:0028-1541,1311,255.0000,255,255,3885.1514,1541.2201,3865,1520,40,42,334305.0000,334305.0000,1,2
29,GFP_colonies:0029-1561,2373,163.6599,0,255,3770.7869,1554.7541,3749,1533,57,56,388365.0000,388365.0000,1,2
30,GFP_colonies:0030-1579,2690,0.0000,0,0,3656.6104,1579.2658,3627,1550,59,59,0.0000,0.0000,1,1
31,GFP_colonies:0031-1618,2507,165.7958,0,255,3710.2503,1612.6258,3688,1589,58,59,415650.0000,415650.0000,1,2
32,GFP_colonies:0032-1634,3450,173.7696,0,255,2939.2516,1627.9458,2912,1601,69,66,599505.0000,599505.0000,1,2
33,GFP_colonies:0033-1642,978,255.0000,255,255,3929.7607,1642.5419,3914,1622,30,41,249390.0000,249390.0000,1,2
34,GFP_colonies:0034-1686,2183,0.0000,0,0,3330.0447,1685.8706,3305,1660,51,53,0.0000,0.0000,1,1
35,GFP_colonies:0035-1688,1859,0.0000,0,0,3281.9820,1688.0352,3259,1663,45,50,0.0000,0.0000,1,1
36,GFP_colonies:0036-1756,3901,175.3820,0,255,2124.7993,1750.7031,2096,1721,74,71,684165.0000,684165.0000,1,2
37,GFP_colonies:0037-1755,2938,178.0140,0,255,3340.7140,1750.0534,3315,1724,64,63,523005.0000,523005.0000,1,2
38,GFP_colonies:0038-1831,3209,175.6155,0,255,3086.3240,1825.0611,3059,1799,68,64,563550.0000,563550.0000,1,2
39,GFP_colonies:0039-1830,2101,255.0000,255,255,3722.5662,1829.9346,3697,1804,51,52,535755.0000,535755.0000,1,2
40,GFP_colonies:0040-1874,2903,167.7747,0,255,2602.6445,1869.0890,2578,1844,64,61,487050.0000,487050.0000,1,2
41,GFP_colonies:0041-1888,3880,175.0168,0,255,2343.4392,1882.3686,2314,1853,74,70,679065.0000,679065.0000,1,2
42,GFP_colonies:0042-1888,2301,255.0000,255,255,1669.9398,1888.1506,1644,1860,52,56,586755.0000,586755.0000,1,2
43,GFP_colonies:0043-1904,694,255.0000,255,255,2105.4625,1904.5504,2091,1890,29,29,176970.0000,176970.0000,1,2
44,GFP_colonies:0044-1963,2677,0.0000,0,0,3851.1612,1961.4809,3812,1930,67,66,0.0000,0.0000,1,1
45,GFP_colonies:0045-1971,3586,171.3748,0,255,1994.1697,1966.3286,1966,1938,72,67,614550.0000,614550.0000,1,2
46,GFP_colonies:0046-1971,2994,175.1954,0,255,3426.4281,1965.4801,3401,1940,64,63,524535.0000,524535.0000,1,2
47,GFP_colonies:0047-1975,3384,171.5824,0,255,1893.0428,1969.5913,1866,1943,70,65,580635.0000,580635.0000,1,2
48,GFP_colonies:0048-1971,1213,0.0000,0,0,3816.0202,1973.6154,3800,1943,36,56,0.0000,0.0000,1,1
49,GFP_colonies:0049-2008,3363,176.5968,0,255,2785.7890,2002.9268,2758,1976,69,64,593895.0000,593895.0000,1,2
50,GFP_colonies:0050-2058,3151,0.0000,0,0,3830.1217,2058.2287,3798,2027,64,63,0.0000,0.0000,1,1
51,GFP_colonies:0051-2072,2509,0.0000,0,0,3160.5343,2071.8531,3132,2044,57,56,0.0000,0.0000,1,1
52,GFP_colonies:0052-2115,3313,175.9523,0,255,2769.7087,2110.0971,2743,2083,68,65,582930.0000,582930.0000,1,2
53,GFP_colonies:0053-2128,2403,0.0000,0,0,3181.5117,2128.4796,3153,2101,57,54,0.0000,0.0000,1,1
54,GFP_colonies:0054-2160,3330,176.5090,0,255,2504.3130,2154.0883,2477,2127,68,66,587775.0000,587775.0000,1,2
55,GFP_colonies:0055-2189,1976,255.0000,255,255,1728.3790,2189.3138,1704,2163,49,53,503880.0000,503880.0000,1,2
56,GFP_colonies:0056-2337,3179,171.5775,0,255,3268.5907,2331.7080,3242,2306,67,62,545445.0000,545445.0000,1,2
57,GFP_colonies:0057-2328,251,0.0000,0,0,1475.0378,2328.9343,1466,2316,18,25,0.0000,0.0000,1,1
58,GFP_colonies:0058-2374,3422,175.8621,0,255,2555.8903,2369.6059,2529,2342,68,65,601800.0000,601800.0000,1,2
59,GFP_colonies:0059-2385,1887,0.0000,0,0,1307.5366,2385.6547,1288,2353,44,65,0.0000,0.0000,1,1
60,GFP_colonies:0060-2406,3231,172.5255,0,255,2136.7845,2401.5805,2110,2375,69,63,557430.0000,557430.0000,1,2
61,GFP_colonies:0061-2418,3349,177.0305,0,255,2744.1151,2413.1215,2717,2386,69,65,592875.0000,592875.0000,1,2
62,GFP_colonies:0062-2427,3209,177.0458,0,255,3058.3909,2421.6207,3031,2395,67,64,568140.0000,568140.0000,1,2
63,GFP_colonies:0063-2433,3132,173.6638,0,255,3177.7729,2427.4034,3152,2401,66,64,543915.0000,543915.0000,1,2
64,GFP_colonies:0064-2435,3335,169.2099,0,255,2070.5624,2429.1426,2044,2403,68,64,564315.0000,564315.0000,1,2
65,GFP_colonies:0065-2422,907,255.0000,255,255,3785.6058,2422.2806,3769,2403,33,38,231285.0000,231285.0000,1,2
66,GFP_colonies:0066-2437,2289,151.5072,0,255,2235.3309,2430.6140,2215,2410,58,54,346800.0000,346800.0000,1,2
67,GFP_colonies:0067-2448,1260,115.1548,0,255,2660.5422,2440.9464,2647,2428,43,40,145095.0000,145095.0000,1,2
68,GFP_colonies:0068-2468,853,255.0000,255,255,1815.3792,2468.5281,1799,2450,33,37,217515.0000,217515.0000,1,2
69,GFP_colonies:0069-2489,194,255.0000,255,255,1788.2320,2489.7784,1780,2480,16,19,49470.0000,49470.0000,1,2
70,GFP_colonies:0070-2504,1123,255.0000,255,255,3723.8393,2504.1171,3703,2482,41,44,286365.0000,286365.0000,1,2
71,GFP_colonies:0071-2525,3337,172.9293,0,255,3492.3723,2519.5871,3466,2492,67,66,577065.0000,577065.0000,1,2
72,GFP_colonies:0072-2512,928,0.0000,0,0,1293.1638,2512.3696,1275,2493,34,39,0.0000,0.0000,1,1
73,GFP_colonies:0073-2563,3498,170.9477,0,255,2423.9661,2557.1554,2396,2530,72,66,597975.0000,597975.0000,1,2
74,GFP_colonies:0074-2574,1141,99.6757,0,255,3364.9238,2568.0000,3353,2556,39,37,113730.0000,113730.0000,1,2
75,GFP_colonies:0075-2590,558,0.0000,0,0,1419.7814,2589.7688,1404,2576,31,28,0.0000,0.0000,1,1
76,GFP_colonies:0076-2598,105,255.0000,255,255,3599.5857,2598.5952,3593,2592,13,13,26775.0000,26775.0000,1,2
77,GFP_colonies:0077-2621,855,255.0000,255,255,3620.8684,2621.6497,3604,2604,34,35,218025.0000,218025.0000,1,2
78,GFP_colonies:0078-2659,155,255.0000,255,255,1941.3968,2659.1258,1934,2652,15,14,39525.0000,39525.0000,1,2
79,GFP_colonies:0079-2710,135,0.0000,0,0,3546.8481,2710.9519,3537,2702,21,16,0.0000,0.0000,1,1
80,GFP_colonies:0080-2775,3489,167.2958,0,255,2803.8565,2769.1365,2777,2742,70,66,583695.0000,583695.0000,1,2
81,GFP_colonies:0081-2990,321,255.0000,255,255,2872.9424,2989.4315,2858,2983,30,14,81855.0000,81855.0000,1,2
82,GFP_colonies:0082-3742,512,0.0000,0,0,1248.3516,3742.2402,1231,3732,38,20,0.0000,0.0000,1,1
83,GFP_colonies:0083-3751,401,0.0000,0,0,2117.0686,3751.8641,2106,3739,22,25,0.0000,0.0000,1,1
84,GFP_colonies:0084-3876,373,0.0000,0,0,1111.6582,3876.7976,1100,3861,19,31,0.0000,0.0000,1,1
85,GFP_colonies:0085-3885,107,0.0000,0,0,1330.9953,3885.9860,1322,3877,17,16,0.0000,0.0000,1,1
